Fecha;"Volumen (€)";"Ingresos diarios recurrentes (€, sin IVA)";"Ingresos anuales recurrentes (€, sin IVA)";"Comisión media anual (%, sin IVA)"
2021-05-26;942.541.436,45;6.279,78;2.292.118,82;0,243
2021-05-27;946.476.521,82;6.301,95;2.300.210,38;0,243
2021-05-28;949.030.658,90;6.317,39;2.305.845,62;0,243
2021-05-29;949.028.247,54;6.319,72;2.306.698,12;0,243
2021-05-30;949.025.914,25;6.319,66;2.306.676,58;0,243
2021-05-31;953.051.292,44;6.355,06;2.319.597,53;0,243
2021-06-01;954.859.484,53;6.365,72;2.323.488,81;0,243
2021-06-02;958.533.810,29;6.386,39;2.331.033,58;0,243
2021-06-03;962.085.603,75;6.423,39;2.344.535,60;0,244
2021-06-04;966.598.520,64;6.442,60;2.351.550,72;0,243
2021-06-05;966.597.339,76;6.445,85;2.352.736,52;0,243
2021-06-06;966.594.974,06;6.446,04;2.352.803,64;0,243
2021-06-07;971.195.130,40;6.488,15;2.368.176,09;0,244
2021-06-08;972.777.290,49;6.505,90;2.374.654,26;0,244
2021-06-09;974.630.092,00;6.519,74;2.379.703,33;0,244
2021-06-10;977.037.270,98;6.531,98;2.384.172,18;0,244
2021-06-11;981.170.458,62;6.555,17;2.392.637,04;0,244
2021-06-12;981.171.304,79;6.557,31;2.393.419,94;0,244
2021-06-13;981.168.920,52;6.557,41;2.393.456,38;0,244
2021-06-14;986.786.660,10;6.599,00;2.408.635,95;0,244
2021-06-15;988.889.001,85;6.617,66;2.415.444,78;0,244
2021-06-16;989.296.568,72;6.628,65;2.419.457,22;0,245
2021-06-17;991.181.634,41;6.627,97;2.419.209,40;0,244
2021-06-18;993.807.072,04;6.667,12;2.433.498,99;0,245
2021-06-19;993.804.643,62;6.669,88;2.434.505,52;0,245
2021-06-20;993.802.315,67;6.670,05;2.434.568,24;0,245
2021-06-21;992.475.339,18;6.644,60;2.425.277,87;0,244
2021-06-22;995.910.910,83;6.668,16;2.433.878,22;0,244
2021-06-23;999.512.706,48;6.702,87;2.446.549,20;0,245
2021-06-24;999.619.327,08;6.691,47;2.442.386,82;0,244
2021-06-25;1.004.864.896,11;6.735,41;2.458.423,02;0,245
2021-06-26;1.004.862.448,59;6.737,13;2.459.053,67;0,245
2021-06-27;1.004.860.034,70;6.737,49;2.459.183,25;0,245
2021-06-28;1.006.564.557,60;6.747,84;2.462.960,74;0,245
2021-06-29;1.010.808.154,25;6.779,28;2.474.437,68;0,245
2021-06-30;1.013.277.544,26;6.801,88;2.482.684,43;0,245
2021-07-01;1.017.520.985,76;6.833,66;2.494.284,26;0,245
2021-07-02;1.023.477.708,08;6.868,79;2.507.110,10;0,245
2021-07-03;1.023.475.956,40;6.871,86;2.508.227,28;0,245
2021-07-04;1.023.473.515,30;6.871,95;2.508.262,64;0,245
2021-07-05;1.029.538.635,68;6.921,31;2.526.276,37;0,245
2021-07-06;1.032.740.823,99;6.945,75;2.535.198,01;0,245
2021-07-07;1.036.098.681,94;6.964,33;2.541.980,67;0,245
2021-07-08;1.037.692.856,66;6.990,84;2.551.655,91;0,246
2021-07-09;1.032.162.412,19;6.931,63;2.530.043,17;0,245
2021-07-10;1.032.156.671,79;6.933,98;2.530.902,26;0,245
2021-07-11;1.032.159.069,42;6.930,22;2.529.531,74;0,245
2021-07-12;1.038.515.229,71;6.973,71;2.545.404,19;0,245
2021-07-13;1.042.751.506,28;7.014,76;2.560.385,83;0,246
2021-07-14;1.046.504.462,73;7.038,61;2.569.094,10;0,245
2021-07-15;1.047.963.933,68;7.055,78;2.575.358,33;0,246
2021-07-16;1.047.392.885,95;7.051,97;2.573.967,44;0,246
2021-07-17;1.047.390.422,81;7.053,90;2.574.673,67;0,246
2021-07-18;1.047.387.983,90;7.053,90;2.574.673,22;0,246
2021-07-19;1.047.433.818,49;7.043,99;2.571.054,91;0,245
2021-07-20;1.043.353.313,56;6.996,89;2.553.866,30;0,245
2021-07-21;1.052.649.471,77;7.056,08;2.575.468,14;0,245
2021-07-22;1.057.714.147,41;7.089,05;2.587.505,00;0,245
2021-07-23;1.062.176.527,32;7.125,31;2.600.737,39;0,245
2021-07-24;1.062.174.050,70;7.128,80;2.602.012,70;0,245
2021-07-25;1.062.171.581,09;7.129,05;2.602.102,28;0,245
2021-07-26;1.068.174.225,76;7.174,68;2.618.756,61;0,245
2021-07-27;1.068.171.530,71;7.181,61;2.621.288,20;0,245
2021-07-28;1.067.477.662,33;7.166,74;2.615.859,81;0,245
2021-07-29;1.071.516.763,82;7.199,85;2.627.946,13;0,245
2021-07-30;1.072.745.864,35;7.213,43;2.632.901,24;0,245
2021-07-31;1.072.626.128,74;7.214,35;2.633.236,53;0,245
2021-08-01;1.072.718.576,76;7.215,15;2.633.529,24;0,246
2021-08-02;1.073.876.631,86;7.211,49;2.632.194,63;0,245
2021-08-03;1.080.829.509,29;7.255,73;2.648.342,67;0,245
2021-08-04;1.086.002.862,85;7.301,89;2.665.189,29;0,245
2021-08-05;1.088.551.254,83;7.309,72;2.668.048,78;0,245
2021-08-06;1.094.598.977,22;7.353,40;2.683.991,21;0,245
2021-08-07;1.094.596.761,03;7.354,48;2.684.384,58;0,245
2021-08-08;1.094.594.256,91;7.354,68;2.684.459,07;0,245
2021-08-09;1.098.720.384,27;7.380,09;2.693.732,83;0,245
2021-08-10;1.100.980.224,35;7.395,06;2.699.196,11;0,245
2021-08-11;1.105.341.797,92;7.426,51;2.710.674,85;0,245
2021-08-12;1.107.945.851,58;7.448,39;2.718.663,83;0,245
2021-08-13;1.110.705.578,82;7.466,04;2.725.106,25;0,245
2021-08-14;1.110.702.922,18;7.468,10;2.725.856,88;0,245
2021-08-15;1.110.700.128,45;7.468,10;2.725.857,06;0,245
2021-08-16;1.111.340.280,01;7.474,23;2.728.092,18;0,245
2021-08-17;1.111.595.167,55;7.478,97;2.729.823,77;0,246
2021-08-18;1.111.796.969,24;7.474,30;2.728.119,17;0,245
2021-08-19;1.110.163.153,20;7.468,32;2.725.936,36;0,246
2021-08-20;1.110.352.437,46;7.454,94;2.721.054,39;0,245
2021-08-21;1.110.377.476,52;7.456,21;2.721.517,52;0,245
2021-08-22;1.110.374.955,62;7.456,31;2.721.553,27;0,245
2021-08-23;1.115.460.686,00;7.485,08;2.732.055,02;0,245
2021-08-24;1.121.496.600,36;7.529,14;2.748.135,21;0,245
2021-08-25;1.123.793.140,32;7.554,55;2.757.409,72;0,245
2021-08-26;1.124.315.318,67;7.569,64;2.762.917,82;0,246
2021-08-27;1.124.238.628,35;7.553,79;2.757.133,40;0,245
2021-08-28;1.124.234.700,36;7.555,68;2.757.824,51;0,245
2021-08-29;1.124.232.145,45;7.555,84;2.757.883,28;0,245
2021-08-30;1.129.684.255,28;7.598,72;2.773.532,54;0,246
2021-08-31;1.134.614.947,64;7.637,60;2.787.724,67;0,246
2021-09-01;1.137.702.228,10;7.649,73;2.792.150,83;0,245
2021-09-02;1.141.290.459,12;7.686,41;2.805.540,53;0,246
2021-09-03;1.145.173.061,47;7.713,56;2.815.450,87;0,246
2021-09-04;1.145.187.382,01;7.714,88;2.815.932,74;0,246
2021-09-05;1.145.184.803,95;7.714,89;2.815.934,74;0,246
2021-09-06;1.148.367.012,71;7.725,75;2.819.899,28;0,246
2021-09-07;1.154.520.470,09;7.775,51;2.838.061,74;0,246
2021-09-08;1.154.549.091,28;7.775,87;2.838.191,07;0,246
2021-09-09;1.155.381.468,38;7.781,29;2.840.170,13;0,246
2021-09-10;1.154.785.659,77;7.775,16;2.837.933,26;0,246
2021-09-11;1.154.783.081,68;7.776,39;2.838.381,89;0,246
2021-09-12;1.154.780.500,73;7.776,42;2.838.393,48;0,246
2021-09-13;1.156.496.227,48;7.764,04;2.833.875,09;0,245
2021-09-14;1.161.976.620,40;7.805,22;2.848.904,89;0,245
2021-09-15;1.162.222.874,31;7.802,20;2.847.801,39;0,245
2021-09-16;1.163.543.759,98;7.821,10;2.854.702,38;0,245
2021-09-17;1.164.863.254,99;7.840,13;2.861.647,36;0,246
2021-09-18;1.164.860.661,15;7.842,22;2.862.409,43;0,246
2021-09-19;1.164.858.040,36;7.842,40;2.862.474,77;0,246
2021-09-20;1.161.450.279,03;7.816,35;2.852.968,20;0,246
2021-09-21;1.156.015.472,50;7.765,51;2.834.410,17;0,245
2021-09-22;1.159.775.402,59;7.784,41;2.841.308,28;0,245
2021-09-23;1.166.618.472,96;7.836,76;2.860.418,82;0,245
2021-09-24;1.170.146.470,72;7.874,85;2.874.321,65;0,246
2021-09-25;1.170.135.847,37;7.876,09;2.874.774,22;0,246
2021-09-26;1.170.133.256,78;7.876,41;2.874.888,02;0,246
2021-09-27;1.171.641.887,95;7.878,78;2.875.753,43;0,245
2021-09-28;1.170.890.859,89;7.894,73;2.881.577,28;0,246
2021-09-29;1.161.763.825,41;7.807,38;2.849.693,06;0,245
2021-09-30;1.166.136.172,36;7.839,76;2.861.510,97;0,245
2021-10-01;1.165.192.373,85;7.833,37;2.859.181,50;0,245
2021-10-02;1.165.184.757,26;7.833,91;2.859.376,30;0,245
2021-10-03;1.165.182.180,87;7.834,10;2.859.446,98;0,245
2021-10-04;1.168.728.112,41;7.874,25;2.874.100,06;0,246
2021-10-05;1.166.575.978,48;7.832,12;2.858.722,29;0,245
2021-10-06;1.173.662.787,17;7.891,42;2.880.367,16;0,245
2021-10-07;1.176.465.009,62;7.902,80;2.884.521,81;0,245
2021-10-08;1.182.452.906,97;7.956,47;2.904.111,74;0,246
2021-10-09;1.182.448.173,47;7.958,65;2.904.906,47;0,246
2021-10-10;1.182.445.567,45;7.959,14;2.905.084,45;0,246
2021-10-11;1.181.610.376,51;7.952,64;2.902.714,67;0,246
2021-10-12;1.181.569.030,54;7.954,20;2.903.281,43;0,246
2021-10-13;1.182.518.988,37;7.953,18;2.902.911,00;0,245
2021-10-14;1.187.519.275,98;7.982,00;2.913.428,96;0,245
2021-10-15;1.198.208.437,42;8.059,88;2.941.857,45;0,246
2021-10-16;1.198.204.606,61;8.062,78;2.942.913,42;0,246
2021-10-17;1.198.203.999,90;8.063,17;2.943.055,40;0,246
2021-10-18;1.204.644.659,31;8.109,97;2.960.139,04;0,246
2021-10-19;1.207.034.998,71;8.129,91;2.967.417,49;0,246
2021-10-20;1.209.610.780,28;8.144,58;2.972.771,15;0,246
2021-10-21;1.212.452.116,62;8.173,55;2.983.344,42;0,246
2021-10-22;1.213.323.732,90;8.172,59;2.982.994,80;0,246
2021-10-23;1.213.321.112,72;8.175,14;2.983.925,72;0,246
2021-10-24;1.213.318.446,63;8.175,10;2.983.910,43;0,246
2021-10-25;1.217.855.861,72;8.194,83;2.991.111,87;0,246
2021-10-26;1.224.323.266,00;8.246,72;3.010.053,99;0,246
2021-10-27;1.228.521.474,09;8.282,07;3.022.955,11;0,246
2021-10-28;1.228.922.395,76;8.276,00;3.020.740,90;0,246
2021-10-29;1.228.958.471,15;8.288,29;3.025.224,81;0,246
2021-10-30;1.228.937.777,27;8.290,77;3.026.130,13;0,246
2021-10-31;1.228.935.127,97;8.290,98;3.026.205,89;0,246
2021-11-01;1.236.670.531,24;8.329,49;3.040.262,48;0,246
2021-11-02;1.242.556.872,38;8.376,52;3.057.430,22;0,246
2021-11-03;1.249.747.198,73;8.422,30;3.074.139,69;0,246
2021-11-04;1.255.880.387,34;8.465,97;3.090.079,08;0,246
2021-11-05;1.266.631.257,19;8.538,08;3.116.399,45;0,246
2021-11-06;1.266.628.670,80;8.540,77;3.117.381,81;0,246
2021-11-07;1.266.625.928,71;8.541,32;3.117.582,80;0,246
2021-11-08;1.272.339.961,08;8.597,51;3.138.092,29;0,247
2021-11-09;1.273.114.243,65;8.610,38;3.142.787,05;0,247
2021-11-10;1.273.737.390,30;8.608,58;3.142.132,00;0,247
2021-11-11;1.274.192.954,87;8.599,15;3.138.690,05;0,246
2021-11-12;1.280.279.127,69;8.644,83;3.155.363,12;0,246
2021-11-13;1.280.276.539,85;8.646,25;3.155.881,00;0,246
2021-11-14;1.280.273.774,97;8.646,38;3.155.927,43;0,247
2021-11-15;1.289.379.350,85;8.697,01;3.174.406,86;0,246
2021-11-16;1.294.156.927,51;8.736,74;3.188.910,01;0,246
2021-11-17;1.299.000.834,51;8.787,74;3.207.526,20;0,247
2021-11-18;1.304.089.275,70;8.793,61;3.209.668,51;0,246
2021-11-19;1.305.922.505,53;8.814,67;3.217.353,88;0,246
2021-11-20;1.305.921.674,54;8.818,71;3.218.829,48;0,246
2021-11-21;1.305.918.845,36;8.818,78;3.218.854,55;0,246
2021-11-22;1.308.097.573,52;8.843,98;3.228.052,11;0,247
2021-11-23;1.309.665.323,17;8.849,38;3.230.024,85;0,247
2021-11-24;1.307.546.573,15;8.835,29;3.224.881,36;0,247
2021-11-25;1.312.027.025,56;8.865,98;3.236.081,95;0,247
2021-11-26;1.310.438.810,55;8.889,92;3.244.821,51;0,248
2021-11-27;1.310.426.750,69;8.893,64;3.246.177,80;0,248
2021-11-28;1.310.423.980,40;8.893,92;3.246.281,31;0,248
2021-11-29;1.294.712.798,03;8.734,98;3.188.266,52;0,246
2021-11-30;1.300.149.132,98;8.803,43;3.213.252,76;0,247
2021-12-01;1.295.770.845,57;8.756,06;3.195.963,56;0,247
2021-12-02;1.296.943.378,42;8.756,45;3.196.104,69;0,246
2021-12-03;1.304.125.441,38;8.826,36;3.221.622,81;0,247
2021-12-04;1.304.122.595,88;8.829,59;3.222.799,89;0,247
2021-12-05;1.304.119.811,34;8.829,81;3.222.881,15;0,247
2021-12-06;1.306.496.176,65;8.831,14;3.223.367,12;0,247
2021-12-07;1.316.923.904,73;8.885,42;3.243.179,40;0,246
2021-12-08;1.332.843.497,86;9.006,40;3.287.335,74;0,247
2021-12-09;1.328.752.844,46;9.007,81;3.287.850,36;0,247
2021-12-10;1.331.356.779,66;9.013,24;3.289.833,77;0,247
2021-12-11;1.331.353.880,22;9.015,68;3.290.723,36;0,247
2021-12-12;1.331.351.017,04;9.015,93;3.290.813,53;0,247
2021-12-13;1.333.737.946,55;9.042,78;3.300.615,78;0,247
2021-12-14;1.334.134.381,84;9.038,35;3.298.999,20;0,247
2021-12-15;1.332.085.431,19;9.012,28;3.289.483,17;0,247
2021-12-16;1.339.044.606,63;9.083,44;3.315.456,89;0,248
2021-12-17;1.336.869.588,27;9.076,47;3.312.912,35;0,248
2021-12-18;1.336.886.963,09;9.078,55;3.313.671,23;0,248
2021-12-19;1.336.886.852,97;9.078,82;3.313.770,13;0,248
2021-12-20;1.332.821.987,56;9.050,16;3.303.310,17;0,248
2021-12-21;1.327.513.154,56;8.978,19;3.277.038,42;0,247
2021-12-22;1.341.233.329,95;9.085,58;3.316.238,37;0,247
2021-12-23;1.346.762.597,35;9.130,21;3.332.525,92;0,247
2021-12-24;1.352.675.416,96;9.177,08;3.349.633,25;0,248
2021-12-25;1.352.677.491,51;9.178,33;3.350.089,86;0,248
2021-12-26;1.352.674.587,32;9.178,21;3.350.046,59;0,248
2021-12-27;1.355.131.023,40;9.181,45;3.351.227,76;0,247
2021-12-28;1.359.354.558,01;9.211,61;3.362.238,04;0,247
2021-12-29;1.370.388.291,68;9.304,33;3.396.081,91;0,248
2021-12-30;1.367.970.918,37;9.290,41;3.390.998,67;0,248
2021-12-31;1.371.507.273,21;9.308,36;3.397.550,18;0,248
2022-01-01;1.371.497.027,16;9.090,65;3.318.086,75;0,242
2022-01-02;1.371.494.305,97;9.091,05;3.318.232,20;0,242
2022-01-03;1.372.618.846,63;9.091,22;3.318.294,59;0,242
2022-01-04;1.380.408.359,87;9.138,48;3.335.546,71;0,242
2022-01-05;1.389.600.631,69;9.228,83;3.368.523,95;0,242
2022-01-06;1.380.465.925,99;9.175,86;3.349.189,49;0,243
2022-01-07;1.378.140.896,32;9.141,29;3.336.571,50;0,242
2022-01-08;1.378.138.064,68;9.146,75;3.338.564,70;0,242
2022-01-09;1.378.135.232,86;9.150,87;3.340.068,05;0,242
2022-01-10;1.375.930.266,90;9.133,99;3.333.905,01;0,242
2022-01-11;1.382.126.454,57;9.148,40;3.339.166,01;0,242
2022-01-12;1.389.595.700,27;9.202,84;3.359.034,88;0,242
2022-01-13;1.391.614.248,52;9.253,38;3.377.483,50;0,243
2022-01-14;1.387.167.592,02;9.211,01;3.362.019,86;0,242
2022-01-15;1.387.163.577,57;9.216,65;3.364.077,83;0,243
2022-01-16;1.387.161.337,74;9.216,86;3.364.152,73;0,243
2022-01-17;1.388.811.508,10;9.208,97;3.361.274,01;0,242
2022-01-18;1.391.755.613,85;9.257,63;3.379.035,15;0,243
2022-01-19;1.385.224.555,25;9.210,23;3.361.735,10;0,243
2022-01-20;1.381.539.998,08;9.189,48;3.354.158,73;0,243
2022-01-21;1.380.686.070,66;9.197,03;3.356.916,49;0,243
2022-01-22;1.380.689.768,52;9.204,79;3.359.748,56;0,243
2022-01-23;1.380.689.010,51;9.205,17;3.359.887,35;0,243
2022-01-24;1.371.057.678,93;9.133,81;3.333.840,03;0,243
2022-01-25;1.367.745.204,65;9.111,93;3.325.852,80;0,243
2022-01-26;1.365.300.454,64;9.100,12;3.321.543,28;0,243
2022-01-27;1.368.826.879,78;9.115,37;3.327.111,02;0,243
2022-01-28;1.373.668.293,96;9.141,69;3.336.716,43;0,243
2022-01-29;1.373.663.566,53;9.147,80;3.338.948,30;0,243
2022-01-30;1.373.660.734,83;9.148,45;3.339.183,92;0,243
2022-01-31;1.386.136.851,00;9.224,59;3.366.974,04;0,243
2022-02-01;1.397.084.553,39;9.317,54;3.400.902,99;0,243
2022-02-02;1.406.292.959,52;9.385,75;3.425.799,44;0,244
2022-02-03;1.409.560.391,87;9.435,37;3.443.908,48;0,244
2022-02-04;1.388.422.244,86;9.283,66;3.388.536,64;0,244
2022-02-05;1.388.427.296,30;9.290,05;3.390.868,09;0,244
2022-02-06;1.388.424.511,54;9.290,61;3.391.072,84;0,244
2022-02-07;1.388.612.181,14;9.274,04;3.385.025,18;0,244
2022-02-08;1.390.692.978,56;9.279,15;3.386.889,17;0,244
2022-02-09;1.397.746.308,75;9.321,45;3.402.328,56;0,243
2022-02-10;1.408.134.031,04;9.415,57;3.436.684,53;0,244
2022-02-11;1.396.401.799,80;9.345,37;3.411.059,86;0,244
2022-02-12;1.396.398.986,94;9.358,68;3.415.919,87;0,245
2022-02-13;1.396.396.186,72;9.358,69;3.415.920,43;0,245
2022-02-14;1.392.498.367,54;9.314,88;3.399.930,20;0,244
2022-02-15;1.393.248.647,51;9.313,10;3.399.279,91;0,244
2022-02-16;1.400.225.745,31;9.372,25;3.420.870,36;0,244
2022-02-17;1.402.633.522,80;9.414,28;3.436.213,72;0,245
2022-02-18;1.394.658.554,23;9.350,89;3.413.073,60;0,245
2022-02-19;1.394.655.755,12;9.354,30;3.414.320,26;0,245
2022-02-20;1.394.652.963,61;9.354,51;3.414.395,33;0,245
2022-02-21;1.390.198.420,54;9.311,92;3.398.851,93;0,244
2022-02-22;1.386.259.146,13;9.300,18;3.394.564,72;0,245
2022-02-23;1.378.442.971,91;9.252,96;3.377.330,74;0,245
2022-02-24;1.373.066.676,88;9.206,86;3.360.505,05;0,245
2022-02-25;1.384.844.116,84;9.274,69;3.385.261,79;0,244
2022-02-26;1.384.871.911,90;9.278,74;3.386.738,90;0,245
2022-02-27;1.384.869.115,46;9.278,77;3.386.751,06;0,245
2022-02-28;1.394.788.636,73;9.366,20;3.418.662,77;0,245
2022-03-01;1.396.993.898,63;9.395,56;3.429.378,75;0,245
2022-03-02;1.401.288.921,42;9.410,37;3.434.786,58;0,245
2022-03-03;1.407.416.423,30;9.469,79;3.456.473,44;0,246
2022-03-04;1.400.435.430,61;9.421,08;3.438.693,40;0,246
2022-03-05;1.400.418.726,02;9.425,17;3.440.186,59;0,246
2022-03-06;1.400.415.954,50;9.425,40;3.440.272,81;0,246
2022-03-07;1.395.873.364,37;9.404,36;3.432.590,86;0,246
2022-03-08;1.377.300.570,12;9.283,53;3.388.488,00;0,246
2022-03-09;1.374.410.440,00;9.238,67;3.372.113,05;0,245
2022-03-10;1.379.653.809,55;9.321,40;3.402.309,97;0,247
2022-03-11;1.378.433.685,25;9.298,51;3.393.955,13;0,246
2022-03-12;1.378.430.906,14;9.302,73;3.395.495,39;0,246
2022-03-13;1.378.428.163,05;9.302,91;3.395.563,15;0,246
2022-03-14;1.373.576.328,72;9.260,23;3.379.983,58;0,246
2022-03-15;1.368.504.245,13;9.225,72;3.367.387,78;0,246
2022-03-16;1.380.338.627,14;9.282,33;3.388.050,43;0,245
2022-03-17;1.398.881.677,69;9.443,69;3.446.945,44;0,246
2022-03-18;1.406.351.795,09;9.491,13;3.464.263,74;0,246
2022-03-19;1.406.325.192,53;9.493,40;3.465.092,10;0,246
2022-03-20;1.406.322.839,05;9.493,30;3.465.053,37;0,246
2022-03-21;1.416.952.821,65;9.579,86;3.496.647,61;0,247
2022-03-22;1.416.054.032,02;9.560,18;3.489.464,97;0,246
2022-03-23;1.422.983.266,78;9.629,58;3.514.798,07;0,247
2022-03-24;1.423.277.239,74;9.614,94;3.509.454,71;0,247
2022-03-25;1.426.913.723,90;9.656,62;3.524.665,19;0,247
2022-03-26;1.426.910.849,03;9.662,13;3.526.678,62;0,247
2022-03-27;1.426.907.975,41;9.662,73;3.526.895,44;0,247
2022-03-28;1.429.794.072,87;9.673,80;3.530.938,22;0,247
2022-03-29;1.435.937.133,50;9.718,34;3.547.192,37;0,247
2022-03-30;1.439.774.576,91;9.772,24;3.566.867,31;0,248
2022-03-31;1.436.081.252,05;9.749,25;3.558.476,06;0,248
2022-04-01;1.433.454.094,17;9.715,79;3.546.262,29;0,247
2022-04-02;1.433.452.015,33;9.716,81;3.546.633,98;0,247
2022-04-03;1.433.449.139,16;9.717,40;3.546.849,30;0,247
2022-04-04;1.444.854.002,41;9.792,19;3.574.149,15;0,247
2022-04-05;1.457.159.028,88;9.895,49;3.611.855,24;0,248
2022-04-06;1.449.822.102,57;9.861,03;3.599.274,42;0,248
2022-04-07;1.442.735.064,59;9.802,40;3.577.874,48;0,248
2022-04-08;1.442.879.957,00;9.798,77;3.576.550,42;0,248
2022-04-09;1.442.877.064,69;9.805,57;3.579.032,70;0,248
2022-04-10;1.442.875.677,36;9.805,57;3.579.032,68;0,248
2022-04-11;1.443.369.348,90;9.830,98;3.588.309,17;0,249
2022-04-12;1.431.828.009,00;9.738,58;3.554.583,28;0,248
2022-04-13;1.435.374.967,45;9.751,37;3.559.249,89;0,248
2022-04-14;1.443.176.342,65;9.829,06;3.587.607,73;0,249
2022-04-15;1.441.747.885,94;9.822,36;3.585.160,46;0,249
2022-04-16;1.441.494.515,28;9.826,86;3.586.804,27;0,249
2022-04-17;1.441.491.663,78;9.827,05;3.586.872,04;0,249
2022-04-18;1.441.970.895,31;9.827,78;3.587.140,83;0,249
2022-04-19;1.440.095.856,01;9.812,56;3.581.582,61;0,249
2022-04-20;1.445.267.642,04;9.849,43;3.595.040,81;0,249
2022-04-21;1.443.955.192,81;9.868,16;3.601.878,28;0,249
2022-04-22;1.434.203.780,34;9.809,45;3.580.448,57;0,250
2022-04-23;1.434.202.757,08;9.814,79;3.582.396,80;0,250
2022-04-24;1.434.199.887,34;9.814,94;3.582.453,84;0,250
2022-04-25;1.420.707.299,71;9.700,20;3.540.571,68;0,249
2022-04-26;1.421.072.081,52;9.727,18;3.550.421,97;0,250
2022-04-27;1.413.327.499,97;9.657,53;3.524.998,24;0,249
2022-04-28;1.424.311.698,01;9.722,58;3.548.741,12;0,249
2022-04-29;1.431.965.679,58;9.821,85;3.584.975,82;0,250
2022-04-30;1.431.956.468,77;9.827,82;3.587.154,11;0,251
2022-05-01;1.431.951.351,49;9.827,81;3.587.152,47;0,251
2022-05-02;1.420.094.012,85;9.750,12;3.558.792,17;0,251
2022-05-03;1.422.998.883,11;9.741,44;3.555.624,67;0,250
2022-05-04;1.429.501.928,57;9.779,40;3.569.481,76;0,250
2022-05-05;1.435.045.796,32;9.864,76;3.600.636,69;0,251
2022-05-06;1.416.172.086,04;9.723,82;3.549.193,45;0,251
2022-05-07;1.416.138.258,38;9.726,04;3.550.004,63;0,251
2022-05-08;1.416.136.994,03;9.726,21;3.550.064,97;0,251
2022-05-09;1.398.511.291,49;9.622,22;3.512.109,19;0,251
2022-05-10;1.382.838.734,31;9.481,33;3.460.686,33;0,250
2022-05-11;1.384.280.161,18;9.501,62;3.468.092,78;0,251
2022-05-12;1.384.136.320,05;9.484,40;3.461.804,70;0,250
2022-05-13;1.395.243.080,12;9.543,12;3.483.239,69;0,250
2022-05-14;1.395.239.733,97;9.548,28;3.485.123,81;0,250
2022-05-15;1.395.236.948,25;9.548,43;3.485.178,66;0,250
2022-05-16;1.410.064.462,26;9.667,49;3.528.635,12;0,250
2022-05-17;1.409.988.158,68;9.670,86;3.529.862,57;0,250
2022-05-18;1.408.682.753,22;9.695,63;3.538.903,99;0,251
2022-05-19;1.393.205.290,40;9.579,75;3.496.609,27;0,251
2022-05-20;1.382.940.152,06;9.503,11;3.468.636,22;0,251
2022-05-21;1.382.936.932,08;9.508,31;3.470.534,76;0,251
2022-05-22;1.382.934.188,37;9.508,50;3.470.602,04;0,251
2022-05-23;1.388.924.454,78;9.545,87;3.484.242,97;0,251
2022-05-24;1.390.295.915,72;9.580,27;3.496.797,03;0,252
2022-05-25;1.384.728.852,92;9.514,65;3.472.848,12;0,251
2022-05-26;1.394.586.037,01;9.587,74;3.499.525,31;0,251
2022-05-27;1.405.181.986,37;9.655,33;3.524.194,69;0,251
2022-05-28;1.405.196.467,85;9.661,12;3.526.308,66;0,251
2022-05-29;1.405.193.645,42;9.661,59;3.526.479,89;0,251
2022-05-30;1.421.383.053,82;9.795,57;3.575.381,73;0,252
2022-05-31;1.421.605.723,07;9.804,90;3.578.788,29;0,252
2022-06-01;1.418.773.163,35;9.794,56;3.575.014,24;0,252
2022-06-02;1.418.464.102,42;9.768,20;3.565.394,71;0,251
2022-06-03;1.421.988.703,73;9.827,42;3.587.008,01;0,252
2022-06-04;1.421.985.620,71;9.832,34;3.588.804,23;0,252
2022-06-05;1.421.982.825,13;9.833,18;3.589.110,51;0,252
2022-06-06;1.415.172.653,37;9.758,23;3.561.755,20;0,252
2022-06-07;1.419.324.198,45;9.790,02;3.573.356,46;0,252
2022-06-08;1.421.225.073,95;9.836,86;3.590.452,52;0,253
2022-06-09;1.411.040.643,00;9.777,01;3.568.607,56;0,253
2022-06-10;1.397.103.875,55;9.681,45;3.533.731,03;0,253
2022-06-11;1.397.100.188,53;9.686,29;3.535.496,39;0,253
2022-06-12;1.397.097.462,61;9.686,63;3.535.619,46;0,253
2022-06-13;1.377.982.444,22;9.562,70;3.490.386,85;0,253
2022-06-14;1.352.805.920,13;9.367,38;3.419.092,60;0,253
2022-06-15;1.347.967.659,00;9.312,73;3.399.144,63;0,252
2022-06-16;1.354.782.686,77;9.409,65;3.434.523,20;0,254
2022-06-17;1.333.198.642,43;9.241,45;3.373.128,05;0,253
2022-06-18;1.332.571.245,02;9.245,57;3.374.632,08;0,253
2022-06-19;1.332.568.619,65;9.245,66;3.374.665,43;0,253
2022-06-20;1.332.968.837,57;9.235,41;3.370.924,56;0,253
2022-06-21;1.331.945.766,47;9.219,88;3.365.255,57;0,253
2022-06-22;1.340.800.452,91;9.296,83;3.393.344,40;0,253
2022-06-23;1.339.999.214,20;9.287,50;3.389.936,77;0,253
2022-06-24;1.353.479.757,92;9.361,11;3.416.803,99;0,252
2022-06-25;1.353.483.278,41;9.364,46;3.418.028,07;0,253
2022-06-26;1.353.482.897,29;9.364,58;3.418.072,60;0,253
2022-06-27;1.367.661.093,92;9.495,53;3.465.868,23;0,253
2022-06-28;1.362.141.407,01;9.471,97;3.457.270,86;0,254
