Fecha;"Volumen (€)";"Aportaciones netas (día, €)";"Aportaciones netas acumuladas (€)"
2021-05-10;930.433.791,31;1.857.278,04;798.945.848,68
2021-05-11;928.773.906,99;2.256.904,03;801.202.752,71
2021-05-12;921.239.638,42;1.052.577,78;802.255.330,49
2021-05-13;920.111.926,36;1.859.503,91;804.114.834,40
2021-05-14;924.469.594,01;1.834.253,18;805.949.087,58
2021-05-15;924.468.158,87;0,00;805.949.087,58
2021-05-16;924.465.868,77;0,00;805.949.087,58
2021-05-17;929.152.350,34;1.079.916,49;807.029.004,07
2021-05-18;930.165.083,08;2.192.823,32;809.221.827,39
2021-05-19;928.116.334,13;677.427,54;809.899.254,93
2021-05-20;927.244.049,79;1.166.763,87;811.066.018,80
2021-05-21;932.859.308,49;1.285.454,43;812.351.473,23
2021-05-22;932.858.779,89;0,00;812.351.473,23
2021-05-23;932.856.481,99;0,00;812.351.473,23
2021-05-24;936.944.069,01;1.345.549,68;813.697.022,91
2021-05-25;940.333.878,44;1.338.138,27;815.035.161,18
2021-05-26;942.541.436,45;938.021,47;815.973.182,65
2021-05-27;946.476.521,82;1.534.697,16;817.507.879,81
2021-05-28;949.030.658,90;1.231.881,56;818.739.761,37
2021-05-29;949.028.247,54;0,00;818.739.761,37
2021-05-30;949.025.914,25;0,00;818.739.761,37
2021-05-31;953.051.292,44;1.895.143,16;820.634.904,53
2021-06-01;954.859.484,53;2.353.134,51;822.988.039,04
2021-06-02;958.533.810,29;1.768.056,31;824.756.095,35
2021-06-03;962.085.603,75;1.877.739,25;826.633.834,60
2021-06-04;966.598.520,64;1.905.366,80;828.539.201,40
2021-06-05;966.597.339,76;0,00;828.539.201,40
2021-06-06;966.594.974,06;0,00;828.539.201,40
2021-06-07;971.195.130,40;1.987.472,24;830.526.673,64
2021-06-08;972.777.290,49;3.255.470,02;833.782.143,66
2021-06-09;974.630.092,00;1.945.522,42;835.727.666,08
2021-06-10;977.037.270,98;1.462.398,40;837.190.064,48
2021-06-11;981.170.458,62;1.273.520,24;838.463.584,72
2021-06-12;981.171.304,79;0,00;838.463.584,72
2021-06-13;981.168.920,52;0,00;838.463.584,72
2021-06-14;986.786.660,10;1.387.541,07;839.851.125,79
2021-06-15;988.889.001,85;2.086.585,10;841.937.710,89
2021-06-16;989.296.568,72;1.529.222,60;843.466.933,49
2021-06-17;991.181.634,41;1.208.861,34;844.675.794,83
2021-06-18;993.807.072,04;1.266.948,70;845.942.743,53
2021-06-19;993.804.643,62;0,00;845.942.743,53
2021-06-20;993.802.315,67;0,00;845.942.743,53
2021-06-21;992.475.339,18;1.338.983,86;847.281.727,39
2021-06-22;995.910.910,83;1.922.281,51;849.204.008,90
2021-06-23;999.512.706,48;1.172.193,70;850.376.202,60
2021-06-24;999.619.327,08;1.056.911,27;851.433.113,87
2021-06-25;1.004.864.896,11;1.076.155,78;852.509.269,65
2021-06-26;1.004.862.448,59;0,00;852.509.269,65
2021-06-27;1.004.860.034,70;0,00;852.509.269,65
2021-06-28;1.006.564.557,60;1.269.707,35;853.778.977,00
2021-06-29;1.010.808.154,25;2.560.583,00;856.339.560,00
2021-06-30;1.013.277.544,26;1.906.035,73;858.245.595,73
2021-07-01;1.017.520.985,76;2.441.531,78;860.687.127,51
2021-07-02;1.023.477.708,08;3.362.918,31;864.050.045,82
2021-07-03;1.023.475.956,40;0,00;864.050.045,82
2021-07-04;1.023.473.515,30;0,00;864.050.045,82
2021-07-05;1.029.538.635,68;2.844.904,48;866.894.950,30
2021-07-06;1.032.740.823,99;4.117.004,28;871.011.954,58
2021-07-07;1.036.098.681,94;1.692.946,09;872.704.900,67
2021-07-08;1.037.692.856,66;1.294.177,38;873.999.078,05
2021-07-09;1.032.162.412,19;686.695,28;874.685.773,33
2021-07-10;1.032.156.671,79;0,00;874.685.773,33
2021-07-11;1.032.159.069,42;6.500,00;874.692.273,33
2021-07-12;1.038.515.229,71;1.566.676,33;876.258.949,66
2021-07-13;1.042.751.506,28;1.510.922,42;877.769.872,08
2021-07-14;1.046.504.462,73;1.676.933,53;879.446.805,61
2021-07-15;1.047.963.933,68;1.528.184,09;880.974.989,70
2021-07-16;1.047.392.885,95;1.770.819,65;882.745.809,35
2021-07-17;1.047.390.422,81;0,00;882.745.809,35
2021-07-18;1.047.387.983,90;0,00;882.745.809,35
2021-07-19;1.047.433.818,49;4.829.623,63;887.575.432,98
2021-07-20;1.043.353.313,56;2.492.987,01;890.068.419,99
2021-07-21;1.052.649.471,77;2.555.785,40;892.624.205,39
2021-07-22;1.057.714.147,41;1.553.501,19;894.177.706,58
2021-07-23;1.062.176.527,32;1.207.805,66;895.385.512,24
2021-07-24;1.062.174.050,70;0,00;895.385.512,24
2021-07-25;1.062.171.581,09;0,00;895.385.512,24
2021-07-26;1.068.174.225,76;1.944.467,09;897.329.979,33
2021-07-27;1.068.171.530,71;2.571.277,77;899.901.257,10
2021-07-28;1.067.477.662,33;1.586.023,94;901.487.281,04
2021-07-29;1.071.516.763,82;1.925.452,78;903.412.733,82
2021-07-30;1.072.745.864,35;1.306.857,46;904.719.591,28
2021-07-31;1.072.626.128,74;0,00;904.719.591,28
2021-08-01;1.072.718.576,76;0,00;904.719.591,28
2021-08-02;1.073.876.631,86;2.734.314,29;907.453.905,57
2021-08-03;1.080.829.509,29;4.216.765,89;911.670.671,46
2021-08-04;1.086.002.862,85;1.619.389,51;913.290.060,97
2021-08-05;1.088.551.254,83;1.756.038,69;915.046.099,66
2021-08-06;1.094.598.977,22;3.643.674,56;918.689.774,22
2021-08-07;1.094.596.761,03;0,00;918.689.774,22
2021-08-08;1.094.594.256,91;0,00;918.689.774,22
2021-08-09;1.098.720.384,27;2.672.831,38;921.362.605,60
2021-08-10;1.100.980.224,35;1.225.959,08;922.588.564,68
2021-08-11;1.105.341.797,92;1.505.047,97;924.093.612,65
2021-08-12;1.107.945.851,58;1.373.461,05;925.467.073,70
2021-08-13;1.110.705.578,82;1.620.448,21;927.087.521,91
2021-08-14;1.110.702.922,18;0,00;927.087.521,91
2021-08-15;1.110.700.128,45;0,00;927.087.521,91
2021-08-16;1.111.340.280,01;2.138.712,24;929.226.234,15
2021-08-17;1.111.595.167,55;2.243.922,25;931.470.156,40
2021-08-18;1.111.796.969,24;1.537.452,18;933.007.608,58
2021-08-19;1.110.163.153,20;1.230.054,75;934.237.663,33
2021-08-20;1.110.352.437,46;1.735.164,89;935.972.828,22
2021-08-21;1.110.377.476,52;0,00;935.972.828,22
2021-08-22;1.110.374.955,62;0,00;935.972.828,22
2021-08-23;1.115.460.686,00;2.329.768,17;938.302.596,39
2021-08-24;1.121.496.600,36;2.039.391,49;940.341.987,88
2021-08-25;1.123.793.140,32;559.656,00;940.901.643,88
2021-08-26;1.124.315.318,67;1.686.994,50;942.588.638,38
2021-08-27;1.124.238.628,35;1.643.452,35;944.232.090,73
2021-08-28;1.124.234.700,36;0,00;944.232.090,73
2021-08-29;1.124.232.145,45;0,00;944.232.090,73
2021-08-30;1.129.684.255,28;2.202.652,72;946.434.743,45
2021-08-31;1.134.614.947,64;2.367.314,55;948.802.058,00
2021-09-01;1.137.702.228,10;3.276.975,23;952.079.033,23
2021-09-02;1.141.290.459,12;3.393.767,60;955.472.800,83
2021-09-03;1.145.173.061,47;2.899.820,76;958.372.621,59
2021-09-04;1.145.187.382,01;0,00;958.372.621,59
2021-09-05;1.145.184.803,95;0,00;958.372.621,59
2021-09-06;1.148.367.012,71;2.725.695,43;961.098.317,02
2021-09-07;1.154.520.470,09;4.035.804,46;965.134.121,48
2021-09-08;1.154.549.091,28;1.825.844,25;966.959.965,73
2021-09-09;1.155.381.468,38;2.170.735,89;969.130.701,62
2021-09-10;1.154.785.659,77;1.350.989,40;970.481.691,02
2021-09-11;1.154.783.081,68;0,00;970.481.691,02
2021-09-12;1.154.780.500,73;0,00;970.481.691,02
2021-09-13;1.156.496.227,48;3.339.163,41;973.820.854,43
2021-09-14;1.161.976.620,40;3.914.719,81;977.735.574,24
2021-09-15;1.162.222.874,31;1.913.891,85;979.649.466,09
2021-09-16;1.163.543.759,98;1.067.269,30;980.716.735,39
2021-09-17;1.164.863.254,99;1.671.479,73;982.388.215,12
2021-09-18;1.164.860.661,15;0,00;982.388.215,12
2021-09-19;1.164.858.040,36;0,00;982.388.215,12
2021-09-20;1.161.450.279,03;1.832.876,85;984.221.091,97
2021-09-21;1.156.015.472,50;2.166.736,16;986.387.828,13
2021-09-22;1.159.775.402,59;1.518.303,89;987.906.132,02
2021-09-23;1.166.618.472,96;1.872.375,62;989.778.507,64
2021-09-24;1.170.146.470,72;890.930,82;990.669.438,46
2021-09-25;1.170.135.847,37;0,00;990.669.438,46
2021-09-26;1.170.133.256,78;0,00;990.669.438,46
2021-09-27;1.171.641.887,95;1.524.412,44;992.193.850,90
2021-09-28;1.170.890.859,89;2.130.642,96;994.324.493,86
2021-09-29;1.161.763.825,41;481.455,63;994.805.949,49
2021-09-30;1.166.136.172,36;2.472.135,25;997.278.084,74
2021-10-01;1.165.192.373,85;1.912.490,52;999.190.575,26
2021-10-02;1.165.184.757,26;110.645,15;999.301.220,41
2021-10-03;1.165.182.180,87;0,00;999.301.220,41
2021-10-04;1.168.728.112,41;3.329.385,58;1.002.630.605,99
2021-10-05;1.166.575.978,48;2.648.767,44;1.005.279.373,43
2021-10-06;1.173.662.787,17;2.561.173,65;1.007.840.547,08
2021-10-07;1.176.465.009,62;495.698,60;1.008.336.245,68
2021-10-08;1.182.452.906,97;974.081,36;1.009.310.327,04
2021-10-09;1.182.448.173,47;0,00;1.009.310.327,04
2021-10-10;1.182.445.567,45;0,00;1.009.310.327,04
2021-10-11;1.181.610.376,51;1.241.696,69;1.010.552.023,73
2021-10-12;1.181.569.030,54;1.744.560,05;1.012.296.583,78
2021-10-13;1.182.518.988,37;515.915,86;1.012.812.499,64
2021-10-14;1.187.519.275,98;941.900,97;1.013.754.400,61
2021-10-15;1.198.208.437,42;1.444.782,88;1.015.199.183,49
2021-10-16;1.198.204.606,61;0,00;1.015.199.183,49
2021-10-17;1.198.203.999,90;0,00;1.015.199.183,49
2021-10-18;1.204.644.659,31;2.606.227,48;1.017.805.410,97
2021-10-19;1.207.034.998,71;2.348.134,16;1.020.153.545,13
2021-10-20;1.209.610.780,28;480.447,86;1.020.633.992,99
2021-10-21;1.212.452.116,62;1.112.293,96;1.021.746.286,95
2021-10-22;1.213.323.732,90;1.106.450,99;1.022.852.737,94
2021-10-23;1.213.321.112,72;0,00;1.022.852.737,94
2021-10-24;1.213.318.446,63;0,00;1.022.852.737,94
2021-10-25;1.217.855.861,72;2.640.515,34;1.025.493.253,28
2021-10-26;1.224.323.266,00;2.507.824,96;1.028.001.078,24
2021-10-27;1.228.521.474,09;1.647.072,14;1.029.648.150,38
2021-10-28;1.228.922.395,76;1.541.574,56;1.031.189.724,94
2021-10-29;1.228.958.471,15;2.001.393,12;1.033.191.118,06
2021-10-30;1.228.937.777,27;0,00;1.033.191.118,06
2021-10-31;1.228.935.127,97;0,00;1.033.191.118,06
2021-11-01;1.236.670.531,24;3.455.320,19;1.036.646.438,25
2021-11-02;1.242.556.872,38;2.942.149,31;1.039.588.587,56
2021-11-03;1.249.747.198,73;3.475.726,95;1.043.064.314,51
2021-11-04;1.255.880.387,34;2.655.695,92;1.045.720.010,43
2021-11-05;1.266.631.257,19;3.273.679,50;1.048.993.689,93
2021-11-06;1.266.628.670,80;0,00;1.048.993.689,93
2021-11-07;1.266.625.928,71;0,00;1.048.993.689,93
2021-11-08;1.272.339.961,08;3.917.225,26;1.052.910.915,19
2021-11-09;1.273.114.243,65;2.477.797,34;1.055.388.712,53
2021-11-10;1.273.737.390,30;2.000.390,72;1.057.389.103,25
2021-11-11;1.274.192.954,87;1.437.436,12;1.058.826.539,37
2021-11-12;1.280.279.127,69;1.427.835,09;1.060.254.374,46
2021-11-13;1.280.276.539,85;0,00;1.060.254.374,46
2021-11-14;1.280.273.774,97;0,00;1.060.254.374,46
2021-11-15;1.289.379.350,85;4.247.452,67;1.064.501.827,13
2021-11-16;1.294.156.927,51;2.480.567,93;1.066.982.395,06
2021-11-17;1.299.000.834,51;467.335,51;1.067.449.730,57
2021-11-18;1.304.089.275,70;4.865.360,98;1.072.315.091,55
2021-11-19;1.305.922.505,53;2.488.947,93;1.074.804.039,48
2021-11-20;1.305.921.674,54;0,00;1.074.804.039,48
2021-11-21;1.305.918.845,36;0,00;1.074.804.039,48
2021-11-22;1.308.097.573,52;2.001.362,77;1.076.805.402,25
2021-11-23;1.309.665.323,17;2.795.470,22;1.079.600.872,47
2021-11-24;1.307.546.573,15;2.371.836,29;1.081.972.708,76
2021-11-25;1.312.027.025,56;1.561.702,94;1.083.534.411,70
2021-11-26;1.310.438.810,55;2.198.006,06;1.085.732.417,76
2021-11-27;1.310.426.750,69;0,00;1.085.732.417,76
2021-11-28;1.310.423.980,40;0,00;1.085.732.417,76
2021-11-29;1.294.712.798,03;2.743.596,06;1.088.476.013,82
2021-11-30;1.300.149.132,98;3.196.751,17;1.091.672.764,99
2021-12-01;1.295.770.845,57;2.858.593,64;1.094.531.358,63
2021-12-02;1.296.943.378,42;4.152.291,46;1.098.683.650,09
2021-12-03;1.304.125.441,38;2.692.225,62;1.101.375.875,71
2021-12-04;1.304.122.595,88;0,00;1.101.375.875,71
2021-12-05;1.304.119.811,34;0,00;1.101.375.875,71
2021-12-06;1.306.496.176,65;2.350.470,62;1.103.726.346,33
2021-12-07;1.316.923.904,73;469.375,87;1.104.195.722,20
2021-12-08;1.332.843.497,86;1.563.145,82;1.105.758.868,02
2021-12-09;1.328.752.844,46;1.751.252,01;1.107.510.120,03
2021-12-10;1.331.356.779,66;1.790.081,32;1.109.300.201,35
2021-12-11;1.331.353.880,22;0,00;1.109.300.201,35
2021-12-12;1.331.351.017,04;0,00;1.109.300.201,35
2021-12-13;1.333.737.946,55;3.069.227,12;1.112.369.428,47
2021-12-14;1.334.134.381,84;2.600.047,40;1.114.969.475,87
2021-12-15;1.332.085.431,19;2.236.430,50;1.117.205.906,37
2021-12-16;1.339.044.606,63;2.126.765,08;1.119.332.671,45
2021-12-17;1.336.869.588,27;1.765.606,36;1.121.098.277,81
2021-12-18;1.336.886.963,09;18.453,52;1.121.116.731,33
2021-12-19;1.336.886.852,97;0,00;1.121.116.731,33
2021-12-20;1.332.821.987,56;439.438,73;1.121.556.170,06
2021-12-21;1.327.513.154,56;3.007.147,86;1.124.563.317,92
2021-12-22;1.341.233.329,95;2.079.522,04;1.126.642.839,96
2021-12-23;1.346.762.597,35;1.051.559,89;1.127.694.399,85
2021-12-24;1.352.675.416,96;1.430.353,96;1.129.124.753,81
2021-12-25;1.352.677.491,51;0,00;1.129.124.753,81
2021-12-26;1.352.674.587,32;0,00;1.129.124.753,81
2021-12-27;1.355.131.023,40;2.021.935,48;1.131.146.689,29
2021-12-28;1.359.354.558,01;3.675.718,76;1.134.822.408,05
2021-12-29;1.370.388.291,68;2.023.552,63;1.136.845.960,68
2021-12-30;1.367.970.918,37;2.665.136,65;1.139.511.097,33
2021-12-31;1.371.507.273,21;2.424.013,87;1.141.935.111,20
2022-01-01;1.371.497.027,16;251,70;1.141.935.362,90
2022-01-02;1.371.494.305,97;0,00;1.141.935.362,90
2022-01-03;1.372.618.846,63;4.084.574,19;1.146.019.937,09
2022-01-04;1.380.408.359,87;6.654.082,85;1.152.674.019,94
2022-01-05;1.389.600.631,69;3.841.542,82;1.156.515.562,76
2022-01-06;1.380.465.925,99;2.601.080,00;1.159.116.642,76
2022-01-07;1.378.140.896,32;2.661.410,37;1.161.778.053,13
2022-01-08;1.378.138.064,68;0,00;1.161.778.053,13
2022-01-09;1.378.135.232,86;0,00;1.161.778.053,13
2022-01-10;1.375.930.266,90;2.714.591,44;1.164.492.644,57
2022-01-11;1.382.126.454,57;5.770.062,63;1.170.262.707,20
2022-01-12;1.389.595.700,27;2.563.063,34;1.172.825.770,54
2022-01-13;1.391.614.248,52;2.798.482,45;1.175.624.252,99
2022-01-14;1.387.167.592,02;2.503.663,84;1.178.127.916,83
2022-01-15;1.387.163.577,57;0,00;1.178.127.916,83
2022-01-16;1.387.161.337,74;0,00;1.178.127.916,83
2022-01-17;1.388.811.508,10;3.245.062,07;1.181.372.978,90
2022-01-18;1.391.755.613,85;4.013.316,81;1.185.386.295,71
2022-01-19;1.385.224.555,25;2.847.517,63;1.188.233.813,34
2022-01-20;1.381.539.998,08;2.272.682,24;1.190.506.495,58
2022-01-21;1.380.686.070,66;2.599.844,53;1.193.106.340,11
2022-01-22;1.380.689.768,52;0,00;1.193.106.340,11
2022-01-23;1.380.689.010,51;31,37;1.193.106.371,48
2022-01-24;1.371.057.678,93;2.191.220,85;1.195.297.592,33
2022-01-25;1.367.745.204,65;2.890.549,58;1.198.188.141,91
2022-01-26;1.365.300.454,64;1.663.112,50;1.199.851.254,41
2022-01-27;1.368.826.879,78;2.823.489,13;1.202.674.743,54
2022-01-28;1.373.668.293,96;984.180,34;1.203.658.923,88
2022-01-29;1.373.663.566,53;0,00;1.203.658.923,88
2022-01-30;1.373.660.734,83;0,00;1.203.658.923,88
2022-01-31;1.386.136.851,00;2.333.138,62;1.205.992.062,50
2022-02-01;1.397.084.553,39;3.397.826,79;1.209.389.889,29
2022-02-02;1.406.292.959,52;5.082.990,00;1.214.472.879,29
2022-02-03;1.409.560.391,87;3.427.939,77;1.217.900.819,06
2022-02-04;1.388.422.244,86;3.069.765,15;1.220.970.584,21
2022-02-05;1.388.427.296,30;0,00;1.220.970.584,21
2022-02-06;1.388.424.511,54;0,00;1.220.970.584,21
2022-02-07;1.388.612.181,14;2.816.881,04;1.223.787.465,25
2022-02-08;1.390.692.978,56;2.238.331,09;1.226.025.796,34
2022-02-09;1.397.746.308,75;688.677,01;1.226.714.473,35
2022-02-10;1.408.134.031,04;1.111.016,73;1.227.825.490,08
2022-02-11;1.396.401.799,80;891.271,79;1.228.716.761,87
2022-02-12;1.396.398.986,94;0,00;1.228.716.761,87
2022-02-13;1.396.396.186,72;0,00;1.228.716.761,87
2022-02-14;1.392.498.367,54;2.096.056,43;1.230.812.818,30
2022-02-15;1.393.248.647,51;2.087.939,85;1.232.900.758,15
2022-02-16;1.400.225.745,31;1.034.286,71;1.233.935.044,86
2022-02-17;1.402.633.522,80;1.561.087,94;1.235.496.132,80
2022-02-18;1.394.658.554,23;1.580.780,41;1.237.076.913,21
2022-02-19;1.394.655.755,12;0,00;1.237.076.913,21
2022-02-20;1.394.652.963,61;0,00;1.237.076.913,21
2022-02-21;1.390.198.420,54;-392.890,35;1.236.684.022,86
2022-02-22;1.386.259.146,13;1.151.140,30;1.237.835.163,16
2022-02-23;1.378.442.971,91;706.740,76;1.238.541.903,92
2022-02-24;1.373.066.676,88;1.546.350,00;1.240.088.253,92
2022-02-25;1.384.844.116,84;1.511.705,29;1.241.599.959,21
2022-02-26;1.384.871.911,90;0,00;1.241.599.959,21
2022-02-27;1.384.869.115,46;0,00;1.241.599.959,21
2022-02-28;1.394.788.636,73;1.721.750,25;1.243.321.709,46
2022-03-01;1.396.993.898,63;1.551.022,92;1.244.872.732,38
2022-03-02;1.401.288.921,42;2.118.283,58;1.246.991.015,96
2022-03-03;1.407.416.423,30;288.380,14;1.247.279.396,10
2022-03-04;1.400.435.430,61;-1.113.337,71;1.246.166.058,39
2022-03-05;1.400.418.726,02;0,00;1.246.166.058,39
2022-03-06;1.400.415.954,50;0,00;1.246.166.058,39
2022-03-07;1.395.873.364,37;965.677,32;1.247.131.735,71
2022-03-08;1.377.300.570,12;432.007,28;1.247.563.742,99
2022-03-09;1.374.410.440,00;870.068,01;1.248.433.811,00
2022-03-10;1.379.653.809,55;942.616,79;1.249.376.427,79
2022-03-11;1.378.433.685,25;628.067,57;1.250.004.495,36
2022-03-12;1.378.430.906,14;0,00;1.250.004.495,36
2022-03-13;1.378.428.163,05;0,00;1.250.004.495,36
2022-03-14;1.373.576.328,72;-311.158,04;1.249.693.337,32
2022-03-15;1.368.504.245,13;892.198,26;1.250.585.535,58
2022-03-16;1.380.338.627,14;236.988,79;1.250.822.524,37
2022-03-17;1.398.881.677,69;654.069,36;1.251.476.593,73
2022-03-18;1.406.351.795,09;428.671,72;1.251.905.265,45
2022-03-19;1.406.325.192,53;299,00;1.251.905.564,45
2022-03-20;1.406.322.839,05;0,00;1.251.905.564,45
2022-03-21;1.416.952.821,65;1.027.519,40;1.252.933.083,85
2022-03-22;1.416.054.032,02;1.097.905,54;1.254.030.989,39
2022-03-23;1.422.983.266,78;241.610,89;1.254.272.600,28
2022-03-24;1.423.277.239,74;805.554,82;1.255.078.155,10
2022-03-25;1.426.913.723,90;942.559,07;1.256.020.714,17
2022-03-26;1.426.910.849,03;0,00;1.256.020.714,17
2022-03-27;1.426.907.975,41;0,00;1.256.020.714,17
2022-03-28;1.429.794.072,87;1.327.224,60;1.257.347.938,77
2022-03-29;1.435.937.133,50;1.588.597,11;1.258.936.535,88
2022-03-30;1.439.774.576,91;1.697.619,73;1.260.634.155,61
2022-03-31;1.436.081.252,05;2.943.748,88;1.263.577.904,49
2022-04-01;1.433.454.094,17;2.691.108,57;1.266.269.013,06
2022-04-02;1.433.452.015,33;0,00;1.266.269.013,06
2022-04-03;1.433.449.139,16;0,00;1.266.269.013,06
2022-04-04;1.444.854.002,41;3.681.453,01;1.269.950.466,07
2022-04-05;1.457.159.028,88;3.305.682,01;1.273.256.148,08
2022-04-06;1.449.822.102,57;1.953.420,32;1.275.209.568,40
2022-04-07;1.442.735.064,59;2.138.619,46;1.277.348.187,86
2022-04-08;1.442.879.957,00;1.040.621,74;1.278.388.809,60
2022-04-09;1.442.877.064,69;0,00;1.278.388.809,60
2022-04-10;1.442.875.677,36;0,00;1.278.388.809,60
2022-04-11;1.443.369.348,90;1.570.769,44;1.279.959.579,04
2022-04-12;1.431.828.009,00;1.247.853,63;1.281.207.432,67
2022-04-13;1.435.374.967,45;2.261.112,71;1.283.468.545,38
2022-04-14;1.443.176.342,65;1.140.436,14;1.284.608.981,52
2022-04-15;1.441.747.885,94;289.404,18;1.284.898.385,70
2022-04-16;1.441.494.515,28;0,00;1.284.898.385,70
2022-04-17;1.441.491.663,78;0,00;1.284.898.385,70
2022-04-18;1.441.970.895,31;338.881,72;1.285.237.267,42
2022-04-19;1.440.095.856,01;1.256.381,09;1.286.493.648,51
2022-04-20;1.445.267.642,04;1.511.168,68;1.288.004.817,19
2022-04-21;1.443.955.192,81;585.702,10;1.288.590.519,29
2022-04-22;1.434.203.780,34;901.008,44;1.289.491.527,73
2022-04-23;1.434.202.757,08;0,00;1.289.491.527,73
2022-04-24;1.434.199.887,34;0,00;1.289.491.527,73
2022-04-25;1.420.707.299,71;600.376,40;1.290.091.904,13
2022-04-26;1.421.072.081,52;1.458.965,90;1.291.550.870,03
2022-04-27;1.413.327.499,97;-692.406,26;1.290.858.463,77
2022-04-28;1.424.311.698,01;585.537,17;1.291.444.000,94
2022-04-29;1.431.965.679,58;1.208.522,71;1.292.652.523,65
2022-04-30;1.431.956.468,77;0,00;1.292.652.523,65
2022-05-01;1.431.951.351,49;0,00;1.292.652.523,65
2022-05-02;1.420.094.012,85;2.536.596,63;1.295.189.120,28
2022-05-03;1.422.998.883,11;2.936.648,32;1.298.125.768,60
2022-05-04;1.429.501.928,57;1.183.266,78;1.299.309.035,38
2022-05-05;1.435.045.796,32;589.787,35;1.299.898.822,73
2022-05-06;1.416.172.086,04;1.751.798,33;1.301.650.621,06
2022-05-07;1.416.138.258,38;0,00;1.301.650.621,06
2022-05-08;1.416.136.994,03;0,00;1.301.650.621,06
2022-05-09;1.398.511.291,49;1.031.079,10;1.302.681.700,16
2022-05-10;1.382.838.734,31;1.197.072,43;1.303.878.772,59
2022-05-11;1.384.280.161,18;273.576,03;1.304.152.348,62
2022-05-12;1.384.136.320,05;-4.857,41;1.304.147.491,21
2022-05-13;1.395.243.080,12;1.180.337,62;1.305.327.828,83
2022-05-14;1.395.239.733,97;0,00;1.305.327.828,83
2022-05-15;1.395.236.948,25;0,00;1.305.327.828,83
2022-05-16;1.410.064.462,26;915.567,01;1.306.243.395,84
2022-05-17;1.409.988.158,68;-263.057,08;1.305.980.338,76
2022-05-18;1.408.682.753,22;-826.744,75;1.305.153.594,01
2022-05-19;1.393.205.290,40;-876.128,75;1.304.277.465,26
2022-05-20;1.382.940.152,06;-714.681,32;1.303.562.783,94
2022-05-21;1.382.936.932,08;0,00;1.303.562.783,94
2022-05-22;1.382.934.188,37;0,00;1.303.562.783,94
2022-05-23;1.388.924.454,78;-142.216,97;1.303.420.566,97
2022-05-24;1.390.295.915,72;734.956,92;1.304.155.523,89
2022-05-25;1.384.728.852,92;252.550,42;1.304.408.074,31
2022-05-26;1.394.586.037,01;2.249,92;1.304.410.324,23
2022-05-27;1.405.181.986,37;568.369,99;1.304.978.694,22
2022-05-28;1.405.196.467,85;0,00;1.304.978.694,22
2022-05-29;1.405.193.645,42;0,00;1.304.978.694,22
2022-05-30;1.421.383.053,82;825.924,33;1.305.804.618,55
2022-05-31;1.421.605.723,07;1.352.324,05;1.307.156.942,60
2022-06-01;1.418.773.163,35;1.189.628,17;1.308.346.570,77
2022-06-02;1.418.464.102,42;1.326.369,76;1.309.672.940,53
2022-06-03;1.421.988.703,73;1.360.859,30;1.311.033.799,83
2022-06-04;1.421.985.620,71;0,00;1.311.033.799,83
2022-06-05;1.421.982.825,13;0,00;1.311.033.799,83
2022-06-06;1.415.172.653,37;501.496,94;1.311.535.296,77
2022-06-07;1.419.324.198,45;1.233.191,50;1.312.768.488,27
2022-06-08;1.421.225.073,95;-270.554,83;1.312.497.933,44
2022-06-09;1.411.040.643,00;668.308,88;1.313.166.242,32
2022-06-10;1.397.103.875,55;-355.376,33;1.312.810.865,99
2022-06-11;1.397.100.188,53;0,00;1.312.810.865,99
2022-06-12;1.397.097.462,61;0,00;1.312.810.865,99
2022-06-13;1.377.982.444,22;1.004.220,19;1.313.815.086,18
2022-06-14;1.352.805.920,13;746.844,87;1.314.561.931,05
2022-06-15;1.347.967.659,00;418.066,38;1.314.979.997,43
2022-06-16;1.354.782.686,77;104.976,36;1.315.084.973,79
2022-06-17;1.333.198.642,43;1.043.423,55;1.316.128.397,34
2022-06-18;1.332.571.245,02;3.000,00;1.316.131.397,34
2022-06-19;1.332.568.619,65;0,00;1.316.131.397,34
2022-06-20;1.332.968.837,57;-536.866,81;1.315.594.530,53
2022-06-21;1.331.945.766,47;793.063,06;1.316.387.593,59
2022-06-22;1.340.800.452,91;177.855,91;1.316.565.449,50
2022-06-23;1.339.999.214,20;-423.060,43;1.316.142.389,07
2022-06-24;1.353.479.757,92;-289.645,86;1.315.852.743,21
2022-06-25;1.353.483.278,41;0,00;1.315.852.743,21
2022-06-26;1.353.482.897,29;1.900,00;1.315.854.643,21
2022-06-27;1.367.661.093,92;-975.287,69;1.314.879.355,52
2022-06-28;1.362.141.407,01;-1.416.607,43;1.313.462.748,09
2022-06-29;1.359.249.655,69;323.764,64;1.313.786.512,73
2022-06-30;1.360.110.010,18;-222.110,82;1.313.564.401,91
2022-07-01;1.357.433.741,57;1.083.012,76;1.314.647.414,67
2022-07-02;1.357.348.446,05;651,00;1.314.648.065,67
2022-07-03;1.357.347.360,96;1.610,65;1.314.649.676,32
2022-07-04;1.368.626.424,90;2.041.798,98;1.316.691.475,30
2022-07-05;1.369.084.592,79;428.246,76;1.317.119.722,06
2022-07-06;1.380.087.841,88;1.467.140,31;1.318.586.862,37
2022-07-07;1.387.933.353,90;189.346,21;1.318.776.208,58
2022-07-08;1.399.572.822,13;-230.031,63;1.318.546.176,95
2022-07-09;1.399.570.721,78;325,00;1.318.546.501,95
